,VMAF_6,VMAF_5,VMAF_4,VMAF_3,VMAF_2,VMAF_1
0,98.93571642105263,94.89630705263164,90.70272231578949,82.07683652631579,73.86052010526316,34.009551999999985
1,97.68455635416667,91.19791343750006,83.16963489583338,68.36910739583337,55.8721507291667,31.767928645833337
2,96.97024291666663,92.77022302083336,86.84804270833332,75.35053614583335,61.130473020833314,8.526775729166664
3,94.62206791666668,88.64130583333332,79.69733552083333,65.28021364583333,47.07260135416666,4.882568958333333
4,95.301251875,90.68816979166662,84.0218203125,70.7303622916667,54.37723072916665,17.627415520833335
5,97.18703677083329,90.21988312499998,81.17362927083333,63.64114104166666,44.14669302083333,0.0
6,98.1930665625,94.37252656249996,88.72154770833333,76.44003260416667,61.38574718750004,0.0
7,97.6285990625,93.05038208333332,86.44878958333334,73.1418825,57.41146187500002,0.0
8,98.21846197916672,93.54788302083332,87.15018604166669,73.9782263541667,58.23103312500001,0.0
9,97.82986385416666,93.22512333333334,86.33149885416668,71.73455302083335,55.22036166666669,0.0
10,94.52226895833336,87.60270385416662,77.7690116666667,60.16522802083336,42.53066697916668,0.0
11,97.61698031249996,94.35798041666663,87.84850833333336,74.36351197916666,57.89272062500003,9.283688437500002
12,97.26760739583334,93.66549729166668,85.65666739583331,70.99866875,53.98196166666666,1.784661979166667
13,97.1345540625,93.85105156249996,87.91321302083328,75.99582062500002,59.76409979166666,3.2595002083333333
14,99.0774161458333,97.12206489583332,93.37528052083331,86.61242083333336,76.21237385416667,24.26453802083333
15,98.02076927083338,95.73520791666664,92.05402291666664,85.15267458333331,76.08734239583335,32.74189395833334
16,97.36948031250002,89.91348864583334,81.44031229166667,66.77846552083335,52.708322395833356,0.26445135416666665
17,97.90702947916668,90.34250916666666,81.69930708333331,64.65760177083332,47.93758385416667,0.9199091666666664
18,98.61902312499996,92.6579416666667,84.56428333333331,68.2504411458333,49.45389458333333,0.0
19,98.88540083333328,94.57877135416665,87.91673677083332,73.64971479166667,56.40694197916668,0.03347041666666666
20,97.70170906249996,93.77107489583337,88.54860427083332,77.21227531249998,64.30374427083332,1.7309871875000002
21,99.92698114583334,99.27230416666669,96.63314333333332,88.43621885416665,76.36648906249998,15.598815416666667
22,98.18791593750004,93.46804270833336,85.30377041666667,69.23860760416666,50.50473687499999,4.332107395833334
23,97.05304333333336,92.28538062500002,85.9900471875,74.73450041666666,60.55842197916665,15.271865833333333
24,97.07020875000002,92.79119906249996,86.86360677083336,74.8749240625,59.968153958333346,3.5524290625
25,96.38280979166667,90.80711374999998,83.65739093750003,69.6092616666667,53.18592885416667,2.0296426041666678
26,97.31012229166664,91.74079854166666,83.27928385416669,65.16603031249998,45.24262364583331,0.0
27,97.36524333333334,91.76462250000002,83.57508322916667,66.79518635416669,47.237344375000006,0.0
28,96.74918489583332,92.36081604166664,85.78661541666666,70.03078625000003,52.45108250000002,0.08257510416666666
29,98.086269375,94.21420770833332,88.48946260416666,77.82028010416666,64.87857645833331,2.028981875
30,98.06540312499996,95.43184510416668,90.65690562500004,81.56641333333333,70.8179,11.961289583333338
31,97.9481570833333,95.89348499999998,92.64052250000002,84.04439791666667,73.88094677083333,17.363089791666678
32,97.08012489583336,94.83001427083332,90.61363854166665,81.9809886458333,69.61621010416668,9.692333229166662
33,97.14717187499998,92.67664614583336,86.59072343749997,74.16215874999997,58.82683125000002,2.1329829166666667
34,97.27945239583336,91.64689750000002,84.53882895833334,70.35064552083335,54.53843697916666,0.04343197916666667
35,98.20926062500004,94.9866990625,90.4402832291667,80.51304041666667,67.85659864583333,4.351888020833333
36,98.75945229166668,96.21044614583332,92.58786708333334,84.6381308333333,74.42896687500001,15.406296145833338
37,98.02453687499997,94.76560729166664,90.19829697916668,80.79330666666664,69.38957156250001,7.552036562499999
38,98.05415322916662,91.41406333333332,82.0535425,63.26395874999999,43.57751552083332,0.0
39,98.62510072916666,95.47543291666666,90.7280159375,79.59471000000002,65.1591428125,12.965441874999998
40,99.9943403125,99.85707656249998,98.23194104166667,92.67413291666666,82.62002145833333,21.51779218749999
41,99.8916140625,99.01194447916667,96.03778375,88.88963645833326,77.07912593750002,6.539165416666663
42,98.44099604166672,94.91254875,89.26803697916667,77.41853718750002,60.98281885416663,0.64153375
43,99.01912666666664,97.1300423958333,93.5697180208333,85.73130687499999,74.32098531250003,12.412604791666665
44,98.41266333333334,95.54614270833332,91.02644385416666,80.54394572916664,67.33724197916669,2.495661458333333
